model,gene_id,kegg_orthology,ecnumber,subsystem,description,isHuman,seedID,genome_accession,ncbiid,ko_description
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K02372,4.2.1.59,Fatty acid synthesis,14-methyl-3-hydroxy-pentadecanoyl-ACP hydro-lyase,False,rxn05431,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K01716,4.2.1.59,Fatty acid synthesis,14-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase,False,rxn05381,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K02372,4.2.1.59,Fatty acid synthesis,14-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase,False,rxn05381,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K01716,4.2.1.59,Fatty acid synthesis,15-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase,False,rxn05406,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K02372,4.2.1.59,Fatty acid synthesis,15-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase,False,rxn05406,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K01716,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),False,rxn05332,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K02372,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),False,rxn05332,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K16363,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),False,rxn05332,GCF_000024265.1,479437,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K00668,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),False,rxn05332,GCF_000024265.1,479437,"fatty acid synthase subunit beta, fungi type [EC:2.3.1.86]"
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K11533,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),False,rxn05332,GCF_000024265.1,479437,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K00665,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),False,rxn05332,GCF_000024265.1,479437,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K01716,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0),False,rxn05462,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K02372,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0),False,rxn05462,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K01716,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),False,rxn05329,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K02372,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),False,rxn05329,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K16363,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),False,rxn05329,GCF_000024265.1,479437,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K00668,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),False,rxn05329,GCF_000024265.1,479437,"fatty acid synthase subunit beta, fungi type [EC:2.3.1.86]"
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K11533,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),False,rxn05329,GCF_000024265.1,479437,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K00665,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),False,rxn05329,GCF_000024265.1,479437,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K01716,4.2.1.59,Fatty acid synthesis,4-methyl-3-hydroxy-pentanoyl-ACP hydro-lyase,False,rxn05411,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K02372,4.2.1.59,Fatty acid synthesis,4-methyl-3-hydroxy-pentanoyl-ACP hydro-lyase,False,rxn05411,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K01716,4.2.1.59,Fatty acid synthesis,4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase,False,rxn05361,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K02372,4.2.1.59,Fatty acid synthesis,4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase,False,rxn05361,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K01716,4.2.1.59,Fatty acid synthesis,5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase,False,rxn05386,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K02372,4.2.1.59,Fatty acid synthesis,5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase,False,rxn05386,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K01716,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),False,rxn05330,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K02372,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),False,rxn05330,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K16363,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),False,rxn05330,GCF_000024265.1,479437,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K00668,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),False,rxn05330,GCF_000024265.1,479437,"fatty acid synthase subunit beta, fungi type [EC:2.3.1.86]"
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K11533,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),False,rxn05330,GCF_000024265.1,479437,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K00665,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),False,rxn05330,GCF_000024265.1,479437,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K01716,4.2.1.59,Fatty acid synthesis,6-methyl-3-hydroxy-heptanoyl-ACP hydro-lyase,False,rxn05415,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K02372,4.2.1.59,Fatty acid synthesis,6-methyl-3-hydroxy-heptanoyl-ACP hydro-lyase,False,rxn05415,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K01716,4.2.1.59,Fatty acid synthesis,6-methyl-3-hydroxy-octanoyl-ACP hydro-lyase,False,rxn05365,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K02372,4.2.1.59,Fatty acid synthesis,6-methyl-3-hydroxy-octanoyl-ACP hydro-lyase,False,rxn05365,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K01716,4.2.1.59,Fatty acid synthesis,7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase,False,rxn05390,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K02372,4.2.1.59,Fatty acid synthesis,7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase,False,rxn05390,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K00668,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0),False,rxn05334,GCF_000024265.1,479437,"fatty acid synthase subunit beta, fungi type [EC:2.3.1.86]"
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K11533,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0),False,rxn05334,GCF_000024265.1,479437,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K00665,4.2.1.59,Fatty acid synthesis, 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0),False,rxn05334,GCF_000024265.1,479437,"fatty acid synthase, animal type [EC:2.3.1.85]"
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K01716,4.2.1.59,Fatty acid synthesis,8-methyl-3-hydroxy-decanoyl-ACP hydro-lyase,False,rxn05369,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K02372,4.2.1.59,Fatty acid synthesis,8-methyl-3-hydroxy-decanoyl-ACP hydro-lyase,False,rxn05369,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K01716,4.2.1.59,Fatty acid synthesis,8-methyl-3-hydroxy-nonanoyl-ACP hydro-lyase,False,rxn05419,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K02372,4.2.1.59,Fatty acid synthesis,8-methyl-3-hydroxy-nonanoyl-ACP hydro-lyase,False,rxn05419,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K01716,4.2.1.59,Fatty acid synthesis,9-methyl-3-hydroxy-decanoyl-ACP hydro-lyase,False,rxn05394,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
Eggerthella_lenta_DSM_2243,g.1738.peg.2493,K02372,4.2.1.59,Fatty acid synthesis,9-methyl-3-hydroxy-decanoyl-ACP hydro-lyase,False,rxn05394,GCF_000024265.1,479437,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
Eggerthella_lenta_DSM_2243,g.1738.peg.2149,K00867,2.7.1.33,CoA synthesis,Pantothenate Kinase,True,rxn12510,GCF_000024265.1,479437,type I pantothenate kinase [EC:2.7.1.33]
Eggerthella_lenta_DSM_2243,g.1738.peg.2149,K03525,2.7.1.33,CoA synthesis,Pantothenate Kinase,True,rxn12510,GCF_000024265.1,479437,type III pantothenate kinase [EC:2.7.1.33]
Eggerthella_lenta_DSM_2243,g.1738.peg.2149,K09680,2.7.1.33,CoA synthesis,Pantothenate Kinase,True,rxn12510,GCF_000024265.1,479437,type II pantothenate kinase [EC:2.7.1.33]
Eggerthella_lenta_DSM_2243,g.1738.peg.1699,K07306,1.8.5.3,Energy metabolism,Dimethyl sulfoxide reductase (Menaquinol 8),False,rxn08354,GCF_000024265.1,479437,anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]
Eggerthella_lenta_DSM_2243,g.1738.peg.1699,K07306,1.8.5.3,Energy metabolism,Dimethyl sulfoxide reductase (Demethylmenaquinol 8),False,rxn08356,GCF_000024265.1,479437,anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]
Eggerthella_lenta_DSM_2243,g.1738.peg.1699,,1.6.6.9,Energy metabolism,Trimethylamine N-oxide reductase (menaquinol 8),False,rxn09313,GCF_000024265.1,479437,
Eggerthella_lenta_DSM_2243,g.1738.peg.1699,,1.6.6.9,Energy metabolism,Trimethylamine N-oxide reductase (demethylmenaquinol 8),False,rxn09315,GCF_000024265.1,479437,
Eggerthella_lenta_DSM_2243,g.1738.peg.1959,K07306,1.8.5.3,Energy metabolism,Dimethyl sulfoxide reductase (Menaquinol 8),False,rxn08354,GCF_000024265.1,479437,anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]
Eggerthella_lenta_DSM_2243,g.1738.peg.1959,K07306,1.8.5.3,Energy metabolism,Dimethyl sulfoxide reductase (Demethylmenaquinol 8),False,rxn08356,GCF_000024265.1,479437,anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]
Eggerthella_lenta_DSM_2243,g.1738.peg.1959,,1.6.6.9,Energy metabolism,Trimethylamine N-oxide reductase (menaquinol 8),False,rxn09313,GCF_000024265.1,479437,
Eggerthella_lenta_DSM_2243,g.1738.peg.1959,,1.6.6.9,Energy metabolism,Trimethylamine N-oxide reductase (demethylmenaquinol 8),False,rxn09315,GCF_000024265.1,479437,
Eggerthella_lenta_DSM_2243,g.1738.peg.3054,K07306,1.8.5.3,Energy metabolism,Dimethyl sulfoxide reductase (Menaquinol 8),False,rxn08354,GCF_000024265.1,479437,anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]
Eggerthella_lenta_DSM_2243,g.1738.peg.3054,K07306,1.8.5.3,Energy metabolism,Dimethyl sulfoxide reductase (Demethylmenaquinol 8),False,rxn08356,GCF_000024265.1,479437,anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]
Eggerthella_lenta_DSM_2243,g.1738.peg.3054,,1.6.6.9,Energy metabolism,Trimethylamine N-oxide reductase (menaquinol 8),False,rxn09313,GCF_000024265.1,479437,
Eggerthella_lenta_DSM_2243,g.1738.peg.3054,,1.6.6.9,Energy metabolism,Trimethylamine N-oxide reductase (demethylmenaquinol 8),False,rxn09315,GCF_000024265.1,479437,
Eggerthella_lenta_DSM_2243,g.1738.peg.3022,K07306,1.8.5.3,Energy metabolism,Dimethyl sulfoxide reductase (Menaquinol 8),False,rxn08354,GCF_000024265.1,479437,anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]
Eggerthella_lenta_DSM_2243,g.1738.peg.3022,K07306,1.8.5.3,Energy metabolism,Dimethyl sulfoxide reductase (Demethylmenaquinol 8),False,rxn08356,GCF_000024265.1,479437,anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]
Eggerthella_lenta_DSM_2243,g.1738.peg.3022,,1.6.6.9,Energy metabolism,Trimethylamine N-oxide reductase (menaquinol 8),False,rxn09313,GCF_000024265.1,479437,
Eggerthella_lenta_DSM_2243,g.1738.peg.3022,,1.6.6.9,Energy metabolism,Trimethylamine N-oxide reductase (demethylmenaquinol 8),False,rxn09315,GCF_000024265.1,479437,
Eggerthella_lenta_DSM_2243,g.1738.peg.539,K07306,1.8.5.3,Energy metabolism,Dimethyl sulfoxide reductase (Menaquinol 8),False,rxn08354,GCF_000024265.1,479437,anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]
Eggerthella_lenta_DSM_2243,g.1738.peg.539,K07306,1.8.5.3,Energy metabolism,Dimethyl sulfoxide reductase (Demethylmenaquinol 8),False,rxn08356,GCF_000024265.1,479437,anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]
Eggerthella_lenta_DSM_2243,g.1738.peg.539,,1.6.6.9,Energy metabolism,Trimethylamine N-oxide reductase (menaquinol 8),False,rxn09313,GCF_000024265.1,479437,
Eggerthella_lenta_DSM_2243,g.1738.peg.539,,1.6.6.9,Energy metabolism,Trimethylamine N-oxide reductase (demethylmenaquinol 8),False,rxn09315,GCF_000024265.1,479437,
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00238,1.3.99.1,Citric acid cycle,Fumarate reductase,False,rxn08527,GCF_000024265.1,479437,
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00238,1.3.99.1,Citric acid cycle,Fumarate reductase,False,rxn08528,GCF_000024265.1,479437,
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00239,1.3.5.2,Citric acid cycle,Succinate dehydrogenase,False,rxn00288,GCF_000024265.1,479437,succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00240,1.3.5.2,Citric acid cycle,Succinate dehydrogenase,False,rxn00288,GCF_000024265.1,479437,succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00241,1.3.5.2,Citric acid cycle,Succinate dehydrogenase,False,rxn00288,GCF_000024265.1,479437,succinate dehydrogenase cytochrome b subunit
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00242,1.3.5.2,Citric acid cycle,Succinate dehydrogenase,False,rxn00288,GCF_000024265.1,479437,succinate dehydrogenase membrane anchor subunit
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00244,1.3.5.2,Citric acid cycle,Succinate dehydrogenase,False,rxn00288,GCF_000024265.1,479437,succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00245,1.3.5.2,Citric acid cycle,Succinate dehydrogenase,False,rxn00288,GCF_000024265.1,479437,succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00246,1.3.5.2,Citric acid cycle,Succinate dehydrogenase,False,rxn00288,GCF_000024265.1,479437,succinate dehydrogenase subunit C
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00247,1.3.5.2,Citric acid cycle,Succinate dehydrogenase,False,rxn00288,GCF_000024265.1,479437,succinate dehydrogenase subunit D
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00239,1.3.5.2,Citric acid cycle,Succinate dehydrogenase (irreversible),False,rxn09272,GCF_000024265.1,479437,succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00240,1.3.5.2,Citric acid cycle,Succinate dehydrogenase (irreversible),False,rxn09272,GCF_000024265.1,479437,succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00241,1.3.5.2,Citric acid cycle,Succinate dehydrogenase (irreversible),False,rxn09272,GCF_000024265.1,479437,succinate dehydrogenase cytochrome b subunit
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00242,1.3.5.2,Citric acid cycle,Succinate dehydrogenase (irreversible),False,rxn09272,GCF_000024265.1,479437,succinate dehydrogenase membrane anchor subunit
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00244,1.3.5.2,Citric acid cycle,Succinate dehydrogenase (irreversible),False,rxn09272,GCF_000024265.1,479437,succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00245,1.3.5.2,Citric acid cycle,Succinate dehydrogenase (irreversible),False,rxn09272,GCF_000024265.1,479437,succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00246,1.3.5.2,Citric acid cycle,Succinate dehydrogenase (irreversible),False,rxn09272,GCF_000024265.1,479437,succinate dehydrogenase subunit C
Eggerthella_lenta_DSM_2243,g.1738.peg.1864,K00247,1.3.5.2,Citric acid cycle,Succinate dehydrogenase (irreversible),False,rxn09272,GCF_000024265.1,479437,succinate dehydrogenase subunit D
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00238,1.3.99.1,Citric acid cycle,Fumarate reductase,False,rxn08527,GCF_000024265.1,479437,
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00238,1.3.99.1,Citric acid cycle,Fumarate reductase,False,rxn08528,GCF_000024265.1,479437,
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00239,1.3.5.2,Citric acid cycle,Succinate dehydrogenase,False,rxn00288,GCF_000024265.1,479437,succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00240,1.3.5.2,Citric acid cycle,Succinate dehydrogenase,False,rxn00288,GCF_000024265.1,479437,succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00241,1.3.5.2,Citric acid cycle,Succinate dehydrogenase,False,rxn00288,GCF_000024265.1,479437,succinate dehydrogenase cytochrome b subunit
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00242,1.3.5.2,Citric acid cycle,Succinate dehydrogenase,False,rxn00288,GCF_000024265.1,479437,succinate dehydrogenase membrane anchor subunit
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00244,1.3.5.2,Citric acid cycle,Succinate dehydrogenase,False,rxn00288,GCF_000024265.1,479437,succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00245,1.3.5.2,Citric acid cycle,Succinate dehydrogenase,False,rxn00288,GCF_000024265.1,479437,succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00246,1.3.5.2,Citric acid cycle,Succinate dehydrogenase,False,rxn00288,GCF_000024265.1,479437,succinate dehydrogenase subunit C
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00247,1.3.5.2,Citric acid cycle,Succinate dehydrogenase,False,rxn00288,GCF_000024265.1,479437,succinate dehydrogenase subunit D
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00239,1.3.5.2,Citric acid cycle,Succinate dehydrogenase (irreversible),False,rxn09272,GCF_000024265.1,479437,succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00240,1.3.5.2,Citric acid cycle,Succinate dehydrogenase (irreversible),False,rxn09272,GCF_000024265.1,479437,succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00241,1.3.5.2,Citric acid cycle,Succinate dehydrogenase (irreversible),False,rxn09272,GCF_000024265.1,479437,succinate dehydrogenase cytochrome b subunit
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00242,1.3.5.2,Citric acid cycle,Succinate dehydrogenase (irreversible),False,rxn09272,GCF_000024265.1,479437,succinate dehydrogenase membrane anchor subunit
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00244,1.3.5.2,Citric acid cycle,Succinate dehydrogenase (irreversible),False,rxn09272,GCF_000024265.1,479437,succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00245,1.3.5.2,Citric acid cycle,Succinate dehydrogenase (irreversible),False,rxn09272,GCF_000024265.1,479437,succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00246,1.3.5.2,Citric acid cycle,Succinate dehydrogenase (irreversible),False,rxn09272,GCF_000024265.1,479437,succinate dehydrogenase subunit C
Eggerthella_lenta_DSM_2243,g.1738.peg.887,K00247,1.3.5.2,Citric acid cycle,Succinate dehydrogenase (irreversible),False,rxn09272,GCF_000024265.1,479437,succinate dehydrogenase subunit D
Eggerthella_lenta_DSM_2243,g.1738.peg.549,K00868,2.7.1.35,Vitamin B6 metabolism,Pyridoxamine Kinase,True,rxn01807,GCF_000024265.1,479437,pyridoxine kinase [EC:2.7.1.35]
